Nr,Locus,Segregation,Phase,Classification,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
250,pPt-538032,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,--,ll,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,--,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,--,lm,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
251,pPt-535682,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,--,ll,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
252,pPt-458491,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,--,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,--,ll,--,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,--,ll,ll,--,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,--,ll,lm,--,lm,ll,lm,lm,lm
253,stsnp_c1_9894,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,--,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,--,ll,ll,--,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
254,stsnp_c1_8687,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,--,--,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,--,lm,ll,--,lm,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
255,stsnp_c1_8704,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,--,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,--,--,ll,--,--,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
256,stsnp_c1_4045,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,--,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,--,--,lm,--,--,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
257,pPt-472393,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,--,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
258,pPt-651978,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,--,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,--,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
259,toPt-439886,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,--,ll,lm,lm,lm,--,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,--,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
260,toPt-437358,<lmxll>,{0-},"(ll,lm)",lm,lm,ll,lm,ll,ll,lm,lm,--,lm,lm,lm,lm,ll,ll,lm,--,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,--,--,lm,ll,ll,ll,ll,ll,--,lm,ll,ll,ll,ll,lm,lm,--,lm,--,ll,ll,lm,ll,lm,--,lm,lm,ll,--,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,--,lm,--,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,--,ll,lm,ll,ll,ll,lm,lm,lm,--,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,--,ll,ll,lm,lm,lm,ll,lm,lm,lm
261,pPt-471273,<lmxll>,{0-},"(ll,lm)",lm,lm,lm,lm,ll,--,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,--,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
262,pPt-656739,<lmxll>,{0-},"(ll,lm)",lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,--,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
263,pPt-654556,<lmxll>,{0-},"(ll,lm)",lm,lm,ll,lm,ll,--,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,--,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
264,stsnp_c1_8815,<lmxll>,{0-},"(ll,lm)",lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,--,--,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,--,--,lm,--,--,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
265,MICRO.1437.C1_390,<lmxll>,{0-},"(ll,lm)",lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,--,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm
266,stsnp_c1_10248,<lmxll>,{0-},"(ll,lm)",ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,--,ll,ll,ll,lm,--,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,--,lm,--,--,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm
267,stsnp_c1_8381,<lmxll>,{0-},"(ll,lm)",ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,--,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,--,ll,lm,ll,--,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm
268,stsnp_c1_15451,<lmxll>,{0-},"(ll,lm)",ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,--,--,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,--,--,lm,--,--,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm
269,pPt-540163,<lmxll>,{0-},"(ll,lm)",ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,--,ll,ll,--,ll,lm,ll,lm,lm,lm,--,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,--,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm
270,pPt-535167,<lmxll>,{0-},"(ll,lm)",ll,lm,ll,ll,ll,ll,ll,ll,--,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm
271,pPt-540053,<lmxll>,{0-},"(ll,lm)",ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,--,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm
272,pPt-472956,<lmxll>,{0-},"(ll,lm)",ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm
273,pPt-538652,<lmxll>,{0-},"(ll,lm)",ll,lm,ll,ll,ll,--,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,--,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,lm,lm,ll,ll,ll,--,lm,ll,lm,ll,ll,ll,ll,ll,--,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,ll,--,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm
